lEntity,Rela,rEntity,type,le,re,rela,cls
pleural effusion,presence,small,other,354,724,12,9
pleural effusion,presence,bilateral,other,354,594,12,9
pleural effusion,appearance,right,other,354,683,5,9
pleural effusion,appearance,left,other,354,244,5,9
pneumothorax,presence,no,other,160,587,12,9
pulmonary vasculature,appearance,normal,other,80,134,5,9
pulmonary vasculature,appearance,congested,other,80,319,5,9
atelectasis,appearance,bibasilar,other,54,361,5,9
atelectasis,appearance,left base,other,54,474,5,9
atelectasis,appearance,right base,other,54,206,5,9
infiltrate,appearance,right lower lobe,other,633,56,5,9
infiltrate,appearance,left lower lobe,other,633,425,5,9
consolidation,appearance,right lower lobe,other,804,56,5,9
consolidation,appearance,left lower lobe,other,804,425,5,9
granuloma,type,calcified,other,507,494,18,9
granuloma,appearance,right upper lobe,other,507,413,5,9
granuloma,appearance,left upper lobe,other,507,254,5,9
hilar lymph nodes,condition,calcified,other,353,494,6,9
hilar lymph nodes,appearance,right,other,353,683,5,9
hilar lymph nodes,appearance,left,other,353,244,5,9
spine,condition,degenerative changes,other,338,66,6,9
spine,condition,scoliosis,other,338,213,6,9
spine,condition,kyphosis,other,338,417,6,9
rib,condition,fracture,other,711,341,6,9
rib,appearance,left,other,711,244,5,9
rib,appearance,right,other,711,683,5,9
pacemaker,presence,yes,other,680,577,12,9
pacemaker,appearance,left chest wall,other,680,193,5,9
AICD,presence,yes,other,261,577,12,9
AICD,appearance,left chest wall,other,261,193,5,9
central venous catheter,presence,yes,other,299,577,12,9
central venous catheter,appearance,right internal jugular,other,299,68,5,9
PICC line,presence,yes,other,751,577,12,9
PICC line,appearance,left arm,other,751,467,5,9
sternotomy wires,presence,yes,other,684,577,12,9
hiatal hernia,presence,yes,other,433,577,12,9
cholecystectomy clips,presence,yes,other,409,577,12,9
cholecystectomy clips,appearance,right upper quadrant,other,409,677,5,9
lung markings,appearance,crowded,other,670,125,5,9
lung markings,appearance,prominent,other,670,637,5,9
costophrenic angles,appearance,blunted,other,476,713,5,9
trachea,appearance,midline,other,20,380,5,9
trachea,appearance,deviated,other,20,707,5,9
pulmonary edema,presence,mild,other,337,280,12,9
interstitial markings,appearance,prominent,other,526,637,5,9
osseous structures,condition,intact,other,390,813,6,9
osseous structures,condition,osteopenia,other,390,773,6,9
heart size,be,normal,other,55,134,0,9
lungs,be,clear,other,448,658,0,9
cardiomediastinal silhouette,be,normal,other,692,134,0,9
pleural effusion,be,absent,other,354,10,0,9
pneumothorax,be,absent,other,160,10,0,9
focal consolidation,be,absent,other,764,10,0,9
pulmonary vasculature,be,normal,other,80,134,0,9
bony structures,be,intact,other,632,813,0,9
mediastinal contour,be,normal,other,748,134,0,9
airspace disease,be,absent,other,352,10,0,9
pulmonary edema,be,absent,other,337,10,0,9
osseous structures,appearance,intact,other,390,813,5,9
trachea,be,midline,other,20,380,0,9
lung volumes,be,normal,other,502,134,0,9
aortic XXXX,appearance,unremarkable,other,728,504,5,9
cardiac silhouette,be,normal,other,419,134,0,9
hilar contours,be,normal,other,51,134,0,9
costophrenic XXXX,be,clear,other,434,658,0,9
thoracic spine,appearance,intact,other,164,813,5,9
ribs,show no,fractures,other,251,156,19,9
soft tissues,be,unremarkable,other,744,504,0,9
diaphragm,show no,free air,other,471,161,19,9
upper abdomen,be,unremarkable,other,322,504,0,9
XXXX,be,normal,other,665,134,0,9
pulmonary XXXX,be,normal,other,472,134,0,9
central airways,be,normal,other,435,134,0,9
lung parenchyma,be,clear,other,245,658,0,9
pleural spaces,show no,abnormality,other,464,687,19,9
mediastinum,be,unremarkable,other,469,504,0,9
heart,have,normal contour,other,351,263,1,9
lungs,be,well-expanded,other,448,807,0,9
pulmonary nodules,be,absent,other,235,10,0,9
pulmonary masses,be,absent,other,27,10,0,9
adenopathy,be,absent,other,674,10,0,9
pneumonia,be,absent,other,48,10,0,9
tuberculosis,show,no evidence,other,401,41,20,9
cardiopulmonary abnormality,be,absent,other,203,10,0,9
acute disease,be,absent,other,95,10,0,9
active disease,be,absent,other,607,10,0,9
lung infiltrates,be,absent,other,462,10,0,9
mediastinal widening,be,absent,other,404,10,0,9
pulmonary vascular congestion,be,absent,other,597,10,0,9
hilar enlargement,be,absent,other,763,10,0,9
atelectasis,be,absent,other,54,10,0,9
air bronchograms,be,absent,other,180,10,0,9
lung markings,be,normal,other,670,134,0,9
cardiothoracic ratio,be,normal,other,788,134,0,9
aortic knob,be,normal,other,324,134,0,9
pulmonary arteries,be,normal,other,487,134,0,9
fissures,be,normal,other,342,134,0,9
bronchial walls,be,normal,other,72,134,0,9
lung apices,be,clear,other,15,658,0,9
lung bases,be,clear,other,592,658,0,9
hemidiaphragms,be,normal,other,614,134,0,9
cardiophrenic angles,be,sharp,other,771,190,0,9
costophrenic angles,be,sharp,other,476,190,0,9
bone mineralization,be,normal,other,560,134,0,9
vertebral bodies,show,normal alignment,other,663,430,20,9
intervertebral disc spaces,be,maintained,other,496,452,0,9
shoulder girdles,be,symmetric,other,209,383,0,9
clavicles,be,intact,other,646,813,0,9
scapulae,be,normal,other,440,134,0,9
first ribs,be,intact,other,708,813,0,9
lung vascularity,be,normal,other,625,134,0,9
pulmonary vessels,be,normal,other,14,134,0,9
bronchial tree,be,normal,other,344,134,0,9
mediastinal structures,be,normal,other,503,134,0,9
cardiac apex,be,normal,other,787,134,0,9
cardiac borders,be,well-defined,other,455,113,0,9
lung volumes,be,adequate,other,502,521,0,9
diaphragmatic contours,be,smooth,other,574,179,0,9
costophrenic sulci,be,clear,other,346,658,0,9
pleural thickening,be,absent,other,295,10,0,9
calcified granulomas,be,absent,other,423,10,0,9
pulmonary scars,be,absent,other,62,10,0,9
hilar calcifications,be,absent,other,805,10,0,9
mediastinal fat,be,normal,other,406,134,0,9
tracheal air column,be,midline,other,510,380,0,9
main bronchi,be,patent,other,629,153,0,9
lung fields,be,clear,other,231,658,0,9
pulmonary interstitium,be,normal,other,696,134,0,9
peribronchial cuffing,be,absent,other,789,10,0,9
air trapping,be,absent,other,117,10,0,9
pulmonary congestion,be,absent,other,609,10,0,9
vascular pedicle,be,normal,other,792,134,0,9
azygos vein,be,normal,other,264,134,0,9
retrocardiac space,be,clear,other,222,658,0,9
retrosternal space,be,clear,other,358,658,0,9
cardiac silhouette,show,normal contour,other,419,263,20,9
lung apices,show no,abnormality,other,15,687,19,9
lung bases,show no,abnormality,other,592,687,19,9
costophrenic angles,be,sharp,other,476,190,0,9
cardiophrenic angles,be,clear,other,771,658,0,9
pulmonary vasculature,show,normal branching,other,80,516,20,9
hilar shadows,be,symmetric,other,374,383,0,9
tracheal air shadow,be,midline,other,107,380,0,9
main pulmonary arteries,be,normal,other,534,134,0,9
aortic arch,be,normal,other,553,134,0,9
bones,show no,acute abnormality,other,647,171,19,9
soft tissues,show no,abnormality,other,744,687,19,9
diaphragmatic contours,be,smooth,other,574,179,0,9
costophrenic sulci,be,sharp,other,346,190,0,9
mediastinal contours,be,well-defined,other,453,113,0,9
cardiac borders,be,distinct,other,455,774,0,9
pulmonary arteries,be,not enlarged,other,487,229,0,9
pulmonary veins,be,not engorged,other,616,639,0,9
lung bases,be,well-aerated,other,592,174,0,9
pleural spaces,be,free of fluid,other,464,65,0,9
fissures,be,not thickened,other,342,483,0,9
bronchial walls,be,not thickened,other,72,483,0,9
pulmonary vessels,be,not congested,other,14,610,0,9
lung fields,show,normal translucency,other,231,290,20,9
mediastinum,be,not widened,other,469,165,0,9
cardiothoracic ratio,be,within normal limits,other,788,454,0,9
trachea,be,of normal caliber,other,20,688,0,9
main bronchi,be,normal in caliber,other,629,760,0,9
lung volumes,be,preserved,other,502,195,0,9
diaphragms,be,at normal levels,other,652,141,0,9
bony thorax,be,intact,other,600,813,0,9
soft tissue structures,be,normal,other,463,134,0,9
pleural surfaces,be,smooth,other,445,179,0,9
lung parenchyma,show,normal aeration,other,245,94,20,9
pulmonary vasculature,be,not congested,other,80,610,0,9
heart,be,not enlarged,other,351,229,0,9
mediastinal structures,be,not displaced,other,503,422,0,9
hilar regions,be,unremarkable,other,363,504,0,9
lung apices,be,well-aerated,other,15,174,0,9
costophrenic recesses,be,clear,other,525,658,0,9
cardiophrenic recesses,be,clear,other,58,658,0,9
pulmonary arteries,be,not prominent,other,487,450,0,9
pulmonary veins,be,not dilated,other,616,444,0,9
interstitial markings,be,normal,other,526,134,0,9
alveolar spaces,be,clear,other,569,658,0,9
bronchial tree,show,normal branching,other,344,516,20,9
tracheal air column,be,of normal width,other,510,83,0,9
carina,be,at normal level,other,602,492,0,9
azygoesophageal recess,be,normal,other,12,134,0,9
retrocardiac space,show no,mass,other,222,296,19,9
anterior mediastinum,be,clear,other,782,658,0,9
posterior mediastinum,be,clear,other,69,658,0,9
lung bases,show no,atelectasis,other,592,54,19,9
costophrenic angles,be,not blunted,other,476,122,0,9
cardiophrenic angles,be,not obscured,other,771,761,0,9
pulmonary vessels,show,normal tapering,other,14,798,20,9
hilar shadows,be,not enlarged,other,374,229,0,9
tracheal air shadow,be,of normal width,other,107,83,0,9
main pulmonary arteries,be,not dilated,other,534,444,0,9
aortic knob,be,not prominent,other,324,450,0,9
bones,show,normal mineralization,other,647,702,20,9
soft tissues,be,symmetrical,other,744,703,0,9
lung markings,be,not increased,other,670,673,0,9
diaphragmatic contours,be,not elevated,other,574,650,0,9
costophrenic sulci,be,not obliterated,other,346,738,0,9
mediastinal contours,be,not obscured,other,453,761,0,9
cardiac borders,be,not indistinct,other,455,369,0,9
pulmonary arteries,show,normal caliber,other,487,136,20,9
pulmonary veins,show,normal caliber,other,616,136,20,9
lung bases,show no,infiltrates,other,592,720,19,9
pleural spaces,show no,thickening,other,464,562,19,9
fissures,be,not prominent,other,342,450,0,9
bronchial walls,be,not thickened,other,72,483,0,9
pulmonary vessels,be,not tortuous,other,14,128,0,9
lung fields,show no,opacities,other,231,21,19,9
mediastinum,show,normal width,other,469,523,20,9
cardiothoracic ratio,be,not increased,other,788,673,0,9
trachea,show,normal course,other,20,138,20,9
main bronchi,show,normal branching,other,629,516,20,9
lung volumes,be,not decreased,other,502,495,0,9
diaphragms,show,normal contour,other,652,263,20,9
bony thorax,show no,deformity,other,600,16,19,9
soft tissue structures,show no,masses,other,463,115,19,9
pleural surfaces,show no,thickening,other,445,562,19,9
lung parenchyma,show no,infiltrates,other,245,720,19,9
pulmonary vasculature,be,not prominent,other,80,450,0,9
heart,show,normal size and shape,other,351,595,20,9
mediastinal structures,be,in normal position,other,503,641,0,9
hilar regions,show no,masses,other,363,115,19,9
lung apices,show no,nodules,other,15,613,19,9
costophrenic recesses,be,not blunted,other,525,122,0,9
cardiophrenic recesses,be,not obscured,other,58,761,0,9
pulmonary arteries,show,normal branching,other,487,516,20,9
pulmonary veins,show,normal branching,other,616,516,20,9
interstitial markings,be,not increased,other,526,673,0,9
alveolar spaces,show no,opacities,other,569,21,19,9
bronchial tree,be,not distorted,other,344,18,0,9
tracheal air column,be,not deviated,other,510,421,0,9
carina,show,normal bifurcation,other,602,175,20,9
azygoesophageal recess,be,not widened,other,12,165,0,9
retrocardiac space,be,not opacified,other,222,636,0,9
anterior mediastinum,show no,masses,other,782,115,19,9
posterior mediastinum,show no,masses,other,69,115,19,9
lung bases,be,well-expanded,other,592,807,0,9
costophrenic angles,be,well-defined,other,476,113,0,9
cardiophrenic angles,be,sharp,other,771,190,0,9
pulmonary vessels,show,normal distribution,other,14,176,20,9
hilar shadows,be,not prominent,other,374,450,0,9
tracheal air shadow,be,centrally located,other,107,378,0,9
lung volumes,be,low,other,502,253,0,9
heart size,be,normal,other,55,134,0,9
mediastinal contours,be,stable,other,453,461,0,9
lungs,be,hypoinflated,other,448,695,0,9
atelectasis,be present in,lung bases,other,54,592,21,9
pulmonary vascularity,be,normal,other,716,134,0,9
cardiomegaly,be,present,other,590,226,0,9
aorta,be,tortuous,other,336,432,0,9
aorta,be,atherosclerotic,other,336,330,0,9
degenerative changes,be present in,spine,other,66,338,21,9
bronchovascular crowding,be,present,other,225,226,0,9
costophrenic angles,be,blunted,other,476,713,0,9
airspace opacities,be present in,lung bases,other,236,592,21,9
calcified granuloma,be present in,lung,other,382,758,21,9
rib fractures,be,present,other,84,226,0,9
lung markings,be,increased,other,670,347,0,9
trachea,be,midline,other,20,380,0,9
hilar lymph nodes,be,calcified,other,353,494,0,9
interstitial markings,be,prominent,other,526,637,0,9
central venous catheter,be,present,other,299,226,0,9
PICC line,be,present,other,751,226,0,9
pacemaker,be,present,other,680,226,0,9
surgical clips,be,present,other,793,226,0,9
kyphosis,be,present,other,417,226,0,9
scoliosis,be,present,other,213,226,0,9
pleural thickening,be,present,other,295,226,0,9
hiatal hernia,be,present,other,433,226,0,9
lung volumes,cause,bronchovascular crowding,other,502,225,17,9
atelectasis,be present in,right lower lobe,other,54,56,21,9
atelectasis,be present in,left lower lobe,other,54,425,21,9
pulmonary vasculature,be,congested,other,80,319,0,9
mediastinum,be,widened,other,469,359,0,9
lung volumes,be,decreased,other,502,624,0,9
cardiomediastinal silhouette,be,enlarged,other,692,140,0,9
osseous structures,appearance,intact,other,390,813,5,9
thoracic spine,show,degenerative changes,other,164,66,20,9
pleural effusion,may be,present,other,354,226,3,9
pneumonia,may be,present,other,48,226,3,9
atelectasis,cause,airspace opacities,other,54,236,17,9
cardiomegaly,cause,enlarged cardiac silhouette,other,590,598,17,9
atherosclerosis,affects,aorta,other,4,336,22,9
right upper lobe,have,opacity,other,413,368,1,9
left upper lobe,have,opacity,other,254,368,1,9
right middle lobe,have,opacity,other,778,368,1,9
left lower lobe,have,opacity,other,425,368,1,9
right lower lobe,have,opacity,other,56,368,1,9
left lung,be,clear,other,192,658,0,9
right lung,be,clear,other,74,658,0,9
cardiac silhouette,be,normal,other,419,134,0,9
pulmonary vasculature,be,prominent,other,80,637,0,9
interstitial opacities,be present in,lungs,other,114,448,21,9
alveolar opacities,be present in,lungs,other,210,448,21,9
emphysema,be present in,lungs,other,371,448,21,9
fibrosis,be present in,lungs,other,3,448,21,9
nodular opacities,be present in,lungs,other,266,448,21,9
reticular opacities,be present in,lungs,other,573,448,21,9
bronchiectasis,be present in,lungs,other,493,448,21,9
pulmonary artery,be,enlarged,other,300,140,0,9
aortic valve,be,calcified,other,252,494,0,9
coronary arteries,be,calcified,other,233,494,0,9
diaphragm,be,elevated,other,471,118,0,9
chest wall,show,surgical changes,other,385,565,20,9
thoracic aorta,be,calcified,other,256,494,0,9
thoracic aorta,be,tortuous,other,256,432,0,9
lung apex,show,scarring,other,648,704,20,9
lung base,show,scarring,other,78,704,20,9
fissures,be,thickened,other,342,311,0,9
hilar structures,be,prominent,other,753,637,0,9
